Experiment,Participant,Item,Order,Condition,Match,AntecedentNumber,NounGender,TargetResponseIdentical,ResponseComplete,Structure,NumberError,GenderError,OtherDifferences,Segment,Duration,Pause,Syllable
experiment1,s14,17,52,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,1030,NA,4
experiment1,s14,17,52,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,390,0,4
experiment1,s14,17,52,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1406,NA,NA
experiment1,s14,17,52,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,330,0,3
experiment1,s14,17,52,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,verb,350,0,4
experiment1,s14,17,52,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,710,0,6
experiment1,s14,80,53,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,270,0,3
experiment1,s14,80,53,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,430,NA,4
experiment1,s14,80,53,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,510,0,4
experiment1,s14,80,53,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1816,NA,NA
experiment1,s14,80,53,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,404,0,3
experiment1,s14,80,53,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,verb,400,0,4
experiment1,s14,80,53,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,674,0,6
experiment1,s14,67,54,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,320,0,3
experiment1,s14,67,54,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,340,NA,4
experiment1,s14,67,54,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,430,0,4
experiment1,s14,67,54,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1576,NA,NA
experiment1,s14,67,54,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,360,0,3
experiment1,s14,67,54,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,verb,330,0,4
experiment1,s14,67,54,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,680,0,6
experiment1,s14,85,55,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,300,0,3
experiment1,s14,85,55,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,400,NA,4
experiment1,s14,85,55,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,770,0,4
experiment1,s14,85,55,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1506,NA,NA
experiment1,s14,85,55,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,320,0,3
experiment1,s14,85,55,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,verb,460,0,4
experiment1,s14,85,55,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,620,0,6
experiment1,s14,98,56,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,270,0,3
experiment1,s14,98,56,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,390,NA,4
experiment1,s14,98,56,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,480,0,4
experiment1,s14,98,56,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,onset,2376,NA,NA
experiment1,s14,98,56,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,364,0,3
experiment1,s14,98,56,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,verb,420,0,4
experiment1,s14,98,56,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,634,0,6
experiment1,s14,23,57,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,330,0,3
experiment1,s14,23,57,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,330,NA,4
experiment1,s14,23,57,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,400,0,4
experiment1,s14,23,57,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1406,NA,NA
experiment1,s14,23,57,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,170,0,2
experiment1,s14,23,57,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,verb,330,0,4
experiment1,s14,23,57,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,500,0,5
experiment1,s14,32,58,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,340,0,3
experiment1,s14,32,58,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,340,NA,4
experiment1,s14,32,58,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,490,0,4
experiment1,s14,32,58,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1406,NA,NA
experiment1,s14,32,58,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,220,0,2
experiment1,s14,32,58,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,verb,440,0,4
experiment1,s14,32,58,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,560,0,5
experiment1,s14,54,59,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,290,0,3
experiment1,s14,54,59,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,630,NA,4
experiment1,s14,54,59,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,820,1,4
experiment1,s14,54,59,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1656,NA,NA
experiment1,s14,54,59,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,320,0,3
experiment1,s14,54,59,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,verb,760,0,4
experiment1,s14,54,59,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,610,0,6
experiment1,s14,45,60,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,330,0,3
experiment1,s14,45,60,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,460,NA,4
experiment1,s14,45,60,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,390,0,4
experiment1,s14,45,60,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,onset,2176,NA,NA
experiment1,s14,45,60,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,354,0,3
experiment1,s14,45,60,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,verb,510,0,4
experiment1,s14,45,60,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,684,0,6
experiment1,s14,92,61,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,310,0,3
experiment1,s14,92,61,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,450,NA,4
experiment1,s14,92,61,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,550,0,4
experiment1,s14,92,61,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1716,NA,NA
experiment1,s14,92,61,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,320,0,3
experiment1,s14,92,61,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,verb,510,0,4
experiment1,s14,92,61,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,630,0,6
experiment1,s14,71,62,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,300,0,3
experiment1,s14,71,62,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,460,NA,4
experiment1,s14,71,62,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,490,0,4
experiment1,s14,71,62,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1606,NA,NA
experiment1,s14,71,62,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,290,0,3
experiment1,s14,71,62,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,verb,480,0,4
experiment1,s14,71,62,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,590,0,6
experiment1,s14,57,63,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,280,0,3
experiment1,s14,57,63,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,500,NA,4
experiment1,s14,57,63,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,1100,0,4
experiment1,s14,57,63,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1476,NA,NA
experiment1,s14,57,63,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,364,0,3
experiment1,s14,57,63,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,verb,530,0,4
experiment1,s14,57,63,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,644,0,6
experiment1,s14,90,64,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,300,0,3
experiment1,s14,90,64,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,470,NA,4
experiment1,s14,90,64,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,530,0,4
experiment1,s14,90,64,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1406,NA,NA
experiment1,s14,90,64,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,340,0,3
experiment1,s14,90,64,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,verb,420,0,4
experiment1,s14,90,64,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,640,0,6
experiment1,s14,3,65,ss,match,singular,masculine,FALSE,yes,no_preposition,no,no,disfluency,adverb,NA,NA,NA
experiment1,s14,3,65,ss,match,singular,masculine,FALSE,yes,no_preposition,no,no,disfluency,antecedent,NA,NA,NA
experiment1,s14,3,65,ss,match,singular,masculine,FALSE,yes,no_preposition,no,no,disfluency,attractor,NA,NA,NA
experiment1,s14,3,65,ss,match,singular,masculine,FALSE,yes,no_preposition,no,no,disfluency,onset,NA,NA,NA
experiment1,s14,3,65,ss,match,singular,masculine,FALSE,yes,no_preposition,no,no,disfluency,pronoun,NA,NA,NA
experiment1,s14,3,65,ss,match,singular,masculine,FALSE,yes,no_preposition,no,no,disfluency,verb,NA,NA,NA
experiment1,s14,3,65,ss,match,singular,masculine,FALSE,yes,no_preposition,no,no,disfluency,attractor_pronoun,NA,NA,NA
experiment1,s14,20,66,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,340,0,3
experiment1,s14,20,66,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,420,NA,4
experiment1,s14,20,66,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,460,0,4
experiment1,s14,20,66,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1446,NA,NA
experiment1,s14,20,66,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,210,0,2
experiment1,s14,20,66,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,verb,370,0,4
experiment1,s14,20,66,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,550,0,5
experiment1,s14,30,67,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,250,0,3
experiment1,s14,30,67,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,420,NA,4
experiment1,s14,30,67,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,530,0,4
experiment1,s14,30,67,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1556,NA,NA
experiment1,s14,30,67,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,300,0,3
experiment1,s14,30,67,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,verb,370,0,4
experiment1,s14,30,67,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,550,0,6
experiment1,s14,21,68,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,350,0,3
experiment1,s14,21,68,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,380,NA,4
experiment1,s14,21,68,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,330,0,4
experiment1,s14,21,68,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1816,NA,NA
experiment1,s14,21,68,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,330,0,3
experiment1,s14,21,68,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,verb,460,0,4
experiment1,s14,21,68,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,680,0,6
experiment1,s14,72,69,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,300,0,3
experiment1,s14,72,69,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,960,NA,4
experiment1,s14,72,69,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,410,0,4
experiment1,s14,72,69,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1386,NA,NA
experiment1,s14,72,69,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,364,0,3
experiment1,s14,72,69,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,verb,510,0,4
experiment1,s14,72,69,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,664,0,6
experiment1,s14,99,70,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,320,0,3
experiment1,s14,99,70,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,660,NA,4
experiment1,s14,99,70,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,390,0,4
experiment1,s14,99,70,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1386,NA,NA
experiment1,s14,99,70,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,320,0,3
experiment1,s14,99,70,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,verb,330,0,4
experiment1,s14,99,70,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,640,0,6
experiment1,s14,105,71,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,370,0,3
experiment1,s14,105,71,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,430,NA,4
experiment1,s14,105,71,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,540,0,4
experiment1,s14,105,71,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1836,NA,NA
experiment1,s14,105,71,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,350,0,3
experiment1,s14,105,71,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,verb,490,0,4
experiment1,s14,105,71,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,720,0,6
experiment1,s14,74,72,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,290,0,3
experiment1,s14,74,72,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,760,NA,4
experiment1,s14,74,72,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,510,0,4
experiment1,s14,74,72,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1366,NA,NA
experiment1,s14,74,72,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,374,0,3
experiment1,s14,74,72,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,verb,360,0,4
experiment1,s14,74,72,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,664,0,6
experiment1,s14,27,73,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,310,0,3
experiment1,s14,27,73,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,330,NA,4
experiment1,s14,27,73,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,400,0,4
experiment1,s14,27,73,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1536,NA,NA
experiment1,s14,27,73,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,180,0,2
experiment1,s14,27,73,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,verb,330,0,4
experiment1,s14,27,73,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,490,0,5
experiment1,s14,48,74,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,290,0,3
experiment1,s14,48,74,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,400,NA,4
experiment1,s14,48,74,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,480,0,4
experiment1,s14,48,74,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1396,NA,NA
experiment1,s14,48,74,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,170,0,2
experiment1,s14,48,74,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,verb,320,0,4
experiment1,s14,48,74,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,460,0,5
experiment1,s14,50,75,pp,match,plural,masculine,FALSE,yes,no_preposition,yes,no,NA,adverb,NA,NA,NA
experiment1,s14,50,75,pp,match,plural,masculine,FALSE,yes,no_preposition,yes,no,NA,antecedent,NA,NA,NA
experiment1,s14,50,75,pp,match,plural,masculine,FALSE,yes,no_preposition,yes,no,NA,attractor,NA,NA,NA
experiment1,s14,50,75,pp,match,plural,masculine,FALSE,yes,no_preposition,yes,no,NA,onset,NA,NA,NA
experiment1,s14,50,75,pp,match,plural,masculine,FALSE,yes,no_preposition,yes,no,NA,pronoun,NA,NA,NA
experiment1,s14,50,75,pp,match,plural,masculine,FALSE,yes,no_preposition,yes,no,NA,verb,NA,NA,NA
experiment1,s14,50,75,pp,match,plural,masculine,FALSE,yes,no_preposition,yes,no,NA,attractor_pronoun,NA,NA,NA
experiment1,s14,29,76,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,320,0,3
experiment1,s14,29,76,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,510,NA,4
experiment1,s14,29,76,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,420,0,4
experiment1,s14,29,76,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1406,NA,NA
experiment1,s14,29,76,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,310,0,3
experiment1,s14,29,76,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,verb,400,0,4
experiment1,s14,29,76,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,630,0,6
experiment1,s14,60,77,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,280,0,3
experiment1,s14,60,77,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,380,NA,4
experiment1,s14,60,77,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,370,0,4
experiment1,s14,60,77,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1656,NA,NA
experiment1,s14,60,77,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,270,0,3
experiment1,s14,60,77,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,verb,290,0,4
experiment1,s14,60,77,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,550,0,6
experiment1,s14,111,78,ss,match,singular,feminine,FALSE,yes,no_preposition,no,no,disfluency,adverb,NA,NA,NA
experiment1,s14,111,78,ss,match,singular,feminine,FALSE,yes,no_preposition,no,no,disfluency,antecedent,NA,NA,NA
experiment1,s14,111,78,ss,match,singular,feminine,FALSE,yes,no_preposition,no,no,disfluency,attractor,NA,NA,NA
experiment1,s14,111,78,ss,match,singular,feminine,FALSE,yes,no_preposition,no,no,disfluency,onset,NA,NA,NA
experiment1,s14,111,78,ss,match,singular,feminine,FALSE,yes,no_preposition,no,no,disfluency,pronoun,NA,NA,NA
experiment1,s14,111,78,ss,match,singular,feminine,FALSE,yes,no_preposition,no,no,disfluency,verb,NA,NA,NA
experiment1,s14,111,78,ss,match,singular,feminine,FALSE,yes,no_preposition,no,no,disfluency,attractor_pronoun,NA,NA,NA
experiment1,s14,73,79,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,300,0,3
experiment1,s14,73,79,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,440,NA,4
experiment1,s14,73,79,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,390,0,4
experiment1,s14,73,79,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1656,NA,NA
experiment1,s14,73,79,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,330,0,3
experiment1,s14,73,79,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,verb,370,0,4
experiment1,s14,73,79,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,630,0,6
experiment1,s14,106,80,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,300,0,3
experiment1,s14,106,80,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,680,NA,4
experiment1,s14,106,80,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,500,0,4
experiment1,s14,106,80,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1386,NA,NA
experiment1,s14,106,80,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,364,0,3
experiment1,s14,106,80,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,verb,330,0,4
experiment1,s14,106,80,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,664,0,6
experiment1,s14,7,81,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,330,0,3
experiment1,s14,7,81,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,430,NA,4
experiment1,s14,7,81,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,380,0,4
experiment1,s14,7,81,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1596,NA,NA
experiment1,s14,7,81,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,180,0,2
experiment1,s14,7,81,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,verb,250,0,4
experiment1,s14,7,81,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,510,0,5
experiment1,s14,52,82,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,290,0,3
experiment1,s14,52,82,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,330,NA,4
experiment1,s14,52,82,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,520,0,4
experiment1,s14,52,82,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1576,NA,NA
experiment1,s14,52,82,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,180,0,2
experiment1,s14,52,82,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,verb,340,0,4
experiment1,s14,52,82,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,470,0,5
experiment1,s14,18,83,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,300,0,3
experiment1,s14,18,83,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,770,NA,4
experiment1,s14,18,83,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,410,0,4
experiment1,s14,18,83,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1406,NA,NA
experiment1,s14,18,83,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,374,0,3
experiment1,s14,18,83,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,verb,250,0,4
experiment1,s14,18,83,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,674,0,6
experiment1,s14,37,84,ps,mismatch,plural,masculine,FALSE,yes,no_preposition,no,no,disfluency,adverb,NA,NA,NA
experiment1,s14,37,84,ps,mismatch,plural,masculine,FALSE,yes,no_preposition,no,no,disfluency,antecedent,NA,NA,NA
experiment1,s14,37,84,ps,mismatch,plural,masculine,FALSE,yes,no_preposition,no,no,disfluency,attractor,NA,NA,NA
experiment1,s14,37,84,ps,mismatch,plural,masculine,FALSE,yes,no_preposition,no,no,disfluency,onset,NA,NA,NA
experiment1,s14,37,84,ps,mismatch,plural,masculine,FALSE,yes,no_preposition,no,no,disfluency,pronoun,NA,NA,NA
experiment1,s14,37,84,ps,mismatch,plural,masculine,FALSE,yes,no_preposition,no,no,disfluency,verb,NA,NA,NA
experiment1,s14,37,84,ps,mismatch,plural,masculine,FALSE,yes,no_preposition,no,no,disfluency,attractor_pronoun,NA,NA,NA
experiment1,s14,104,85,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,320,0,3
experiment1,s14,104,85,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,670,NA,4
experiment1,s14,104,85,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,430,0,4
experiment1,s14,104,85,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1366,NA,NA
experiment1,s14,104,85,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,250,0,3
experiment1,s14,104,85,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,verb,240,0,4
experiment1,s14,104,85,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,570,0,6
experiment1,s14,91,86,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,330,0,3
