Experiment,Participant,Item,Order,Condition,Match,AntecedentNumber,NounGender,TargetResponseIdentical,ResponseComplete,Structure,NumberError,GenderError,OtherDifferences,Segment,Duration,Pause,Syllable
experiment1,s36,18,98,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1526,NA,NA
experiment1,s36,18,98,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,234,0,2
experiment1,s36,18,98,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,verb,490,0,4
experiment1,s36,18,98,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,659,0,5
experiment1,s36,48,99,pp,match,plural,masculine,FALSE,no,NA,NA,NA,NA,adverb,NA,NA,NA
experiment1,s36,48,99,pp,match,plural,masculine,FALSE,no,NA,NA,NA,NA,antecedent,NA,NA,NA
experiment1,s36,48,99,pp,match,plural,masculine,FALSE,no,NA,NA,NA,NA,attractor,NA,NA,NA
experiment1,s36,48,99,pp,match,plural,masculine,FALSE,no,NA,NA,NA,NA,onset,NA,NA,NA
experiment1,s36,48,99,pp,match,plural,masculine,FALSE,no,NA,NA,NA,NA,pronoun,NA,NA,NA
experiment1,s36,48,99,pp,match,plural,masculine,FALSE,no,NA,NA,NA,NA,verb,NA,NA,NA
experiment1,s36,48,99,pp,match,plural,masculine,FALSE,no,NA,NA,NA,NA,attractor_pronoun,NA,NA,NA
experiment1,s36,65,100,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,400,0,3
experiment1,s36,65,100,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,560,NA,4
experiment1,s36,65,100,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,520,0,4
experiment1,s36,65,100,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1786,NA,NA
experiment1,s36,65,100,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,224,0,3
experiment1,s36,65,100,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,verb,640,0,4
experiment1,s36,65,100,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,624,0,6
experiment1,s36,19,101,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,320,0,3
experiment1,s36,19,101,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,710,NA,4
experiment1,s36,19,101,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,480,0,4
experiment1,s36,19,101,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1756,NA,NA
experiment1,s36,19,101,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,224,0,3
experiment1,s36,19,101,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,verb,530,0,4
experiment1,s36,19,101,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,544,0,6
experiment1,s36,83,102,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,380,0,3
experiment1,s36,83,102,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,2266,NA,4
experiment1,s36,83,102,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,510,0,4
experiment1,s36,83,102,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,onset,80,NA,NA
experiment1,s36,83,102,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,540,0,3
experiment1,s36,83,102,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,verb,510,0,4
experiment1,s36,83,102,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,920,0,6
experiment1,s36,64,103,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,380,0,3
experiment1,s36,64,103,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,680,NA,4
experiment1,s36,64,103,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,650,0,4
experiment1,s36,64,103,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1686,NA,NA
experiment1,s36,64,103,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,234,0,3
experiment1,s36,64,103,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,verb,470,0,4
experiment1,s36,64,103,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,614,0,6
experiment1,s36,41,104,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,440,0,3
experiment1,s36,41,104,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,540,NA,4
experiment1,s36,41,104,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,510,0,4
experiment1,s36,41,104,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,onset,2046,NA,NA
experiment1,s36,41,104,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,234,0,2
experiment1,s36,41,104,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,verb,500,0,4
experiment1,s36,41,104,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,674,0,5
experiment1,s36,110,105,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,340,0,3
experiment1,s36,110,105,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,420,NA,4
experiment1,s36,110,105,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,1340,0,4
experiment1,s36,110,105,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1726,NA,NA
experiment1,s36,110,105,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,314,0,3
experiment1,s36,110,105,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,verb,510,0,4
experiment1,s36,110,105,sp,mismatch,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,654,0,6
experiment1,s36,14,106,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,390,0,3
experiment1,s36,14,106,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,410,NA,4
experiment1,s36,14,106,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,710,0,4
experiment1,s36,14,106,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1926,NA,NA
experiment1,s36,14,106,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,204,0,2
experiment1,s36,14,106,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,verb,530,0,4
experiment1,s36,14,106,sp,mismatch,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,594,0,5
experiment1,s36,32,107,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,380,0,3
experiment1,s36,32,107,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,550,NA,4
experiment1,s36,32,107,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,730,0,4
experiment1,s36,32,107,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1986,NA,NA
experiment1,s36,32,107,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,404,0,3
experiment1,s36,32,107,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,verb,470,0,4
experiment1,s36,32,107,pp,match,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,784,0,6
experiment1,s36,89,108,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,390,0,3
experiment1,s36,89,108,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,570,NA,4
experiment1,s36,89,108,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,450,0,4
experiment1,s36,89,108,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1516,NA,NA
experiment1,s36,89,108,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,244,0,3
experiment1,s36,89,108,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,verb,440,0,4
experiment1,s36,89,108,ss,match,singular,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,634,0,6
experiment1,s36,23,109,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,400,0,3
experiment1,s36,23,109,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,660,NA,4
experiment1,s36,23,109,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,530,0,4
experiment1,s36,23,109,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,onset,1676,NA,NA
experiment1,s36,23,109,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,244,0,3
experiment1,s36,23,109,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,verb,460,0,4
experiment1,s36,23,109,ps,mismatch,plural,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,644,0,6
experiment1,s36,107,110,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,490,0,3
experiment1,s36,107,110,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,610,NA,4
experiment1,s36,107,110,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,590,0,4
experiment1,s36,107,110,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,onset,1796,NA,NA
experiment1,s36,107,110,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,384,0,3
experiment1,s36,107,110,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,verb,530,0,4
experiment1,s36,107,110,ps,mismatch,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,874,0,6
experiment1,s36,72,111,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,adverb,400,0,3
experiment1,s36,72,111,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,antecedent,620,NA,4
experiment1,s36,72,111,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor,700,0,4
experiment1,s36,72,111,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,onset,2116,NA,NA
experiment1,s36,72,111,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,pronoun,434,0,3
experiment1,s36,72,111,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,verb,560,0,4
experiment1,s36,72,111,pp,match,plural,feminine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,834,0,6
experiment1,s36,25,112,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,adverb,440,0,3
experiment1,s36,25,112,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,antecedent,500,NA,4
experiment1,s36,25,112,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor,520,0,4
experiment1,s36,25,112,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,onset,2136,NA,NA
experiment1,s36,25,112,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,pronoun,284,0,2
experiment1,s36,25,112,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,verb,440,0,4
experiment1,s36,25,112,ss,match,singular,masculine,TRUE,yes,no_preposition,no,no,NA,attractor_pronoun,724,0,5
experiment1,s37,58,1,sp,mismatch,singular,feminine,TRUE,yes,with_preposition,no,no,NA,adverb,420,0,4
experiment1,s37,58,1,sp,mismatch,singular,feminine,TRUE,yes,with_preposition,no,no,NA,antecedent,540,NA,4
experiment1,s37,58,1,sp,mismatch,singular,feminine,TRUE,yes,with_preposition,no,no,NA,attractor,700,0,4
experiment1,s37,58,1,sp,mismatch,singular,feminine,TRUE,yes,with_preposition,no,no,NA,onset,1626,NA,NA
experiment1,s37,58,1,sp,mismatch,singular,feminine,TRUE,yes,with_preposition,no,no,NA,pronoun,510,0,3
experiment1,s37,58,1,sp,mismatch,singular,feminine,TRUE,yes,with_preposition,no,no,NA,verb,590,0,4
experiment1,s37,58,1,sp,mismatch,singular,feminine,TRUE,yes,with_preposition,no,no,NA,attractor_pronoun,930,0,7
experiment1,s37,76,2,pp,match,plural,feminine,TRUE,yes,with_preposition,no,no,NA,adverb,430,0,4
experiment1,s37,76,2,pp,match,plural,feminine,TRUE,yes,with_preposition,no,no,NA,antecedent,630,NA,4
experiment1,s37,76,2,pp,match,plural,feminine,TRUE,yes,with_preposition,no,no,NA,attractor,660,0,4
experiment1,s37,76,2,pp,match,plural,feminine,TRUE,yes,with_preposition,no,no,NA,onset,1596,NA,NA
experiment1,s37,76,2,pp,match,plural,feminine,TRUE,yes,with_preposition,no,no,NA,pronoun,640,0,3
experiment1,s37,76,2,pp,match,plural,feminine,TRUE,yes,with_preposition,no,no,NA,verb,630,0,4
experiment1,s37,76,2,pp,match,plural,feminine,TRUE,yes,with_preposition,no,no,NA,attractor_pronoun,1070,0,7
experiment1,s37,50,3,sp,mismatch,singular,masculine,TRUE,yes,with_preposition,no,no,NA,adverb,370,0,4
experiment1,s37,50,3,sp,mismatch,singular,masculine,TRUE,yes,with_preposition,no,no,NA,antecedent,620,NA,4
experiment1,s37,50,3,sp,mismatch,singular,masculine,TRUE,yes,with_preposition,no,no,NA,attractor,650,0,4
experiment1,s37,50,3,sp,mismatch,singular,masculine,TRUE,yes,with_preposition,no,no,NA,onset,1586,NA,NA
experiment1,s37,50,3,sp,mismatch,singular,masculine,TRUE,yes,with_preposition,no,no,NA,pronoun,400,0,2
experiment1,s37,50,3,sp,mismatch,singular,masculine,TRUE,yes,with_preposition,no,no,NA,verb,530,0,4
experiment1,s37,50,3,sp,mismatch,singular,masculine,TRUE,yes,with_preposition,no,no,NA,attractor_pronoun,770,0,6
experiment1,s37,97,4,ss,match,singular,feminine,TRUE,yes,with_preposition,no,no,NA,adverb,510,0,4
experiment1,s37,97,4,ss,match,singular,feminine,TRUE,yes,with_preposition,no,no,NA,antecedent,560,NA,4
experiment1,s37,97,4,ss,match,singular,feminine,TRUE,yes,with_preposition,no,no,NA,attractor,510,0,4
experiment1,s37,97,4,ss,match,singular,feminine,TRUE,yes,with_preposition,no,no,NA,onset,1726,NA,NA
experiment1,s37,97,4,ss,match,singular,feminine,TRUE,yes,with_preposition,no,no,NA,pronoun,500,0,3
experiment1,s37,97,4,ss,match,singular,feminine,TRUE,yes,with_preposition,no,no,NA,verb,540,0,4
experiment1,s37,97,4,ss,match,singular,feminine,TRUE,yes,with_preposition,no,no,NA,attractor_pronoun,1010,0,7
experiment1,s37,24,5,pp,match,plural,masculine,TRUE,yes,with_preposition,no,no,NA,adverb,430,0,4
experiment1,s37,24,5,pp,match,plural,masculine,TRUE,yes,with_preposition,no,no,NA,antecedent,710,NA,4
experiment1,s37,24,5,pp,match,plural,masculine,TRUE,yes,with_preposition,no,no,NA,attractor,710,0,4
experiment1,s37,24,5,pp,match,plural,masculine,TRUE,yes,with_preposition,no,no,NA,onset,1446,NA,NA
experiment1,s37,24,5,pp,match,plural,masculine,TRUE,yes,with_preposition,no,no,NA,pronoun,650,0,3
experiment1,s37,24,5,pp,match,plural,masculine,TRUE,yes,with_preposition,no,no,NA,verb,560,0,4
experiment1,s37,24,5,pp,match,plural,masculine,TRUE,yes,with_preposition,no,no,NA,attractor_pronoun,1080,0,7
experiment1,s37,1,6,ss,match,singular,masculine,TRUE,yes,with_preposition,no,no,NA,adverb,490,0,4
experiment1,s37,1,6,ss,match,singular,masculine,TRUE,yes,with_preposition,no,no,NA,antecedent,520,NA,4
experiment1,s37,1,6,ss,match,singular,masculine,TRUE,yes,with_preposition,no,no,NA,attractor,580,0,4
experiment1,s37,1,6,ss,match,singular,masculine,TRUE,yes,with_preposition,no,no,NA,onset,1346,NA,NA
experiment1,s37,1,6,ss,match,singular,masculine,TRUE,yes,with_preposition,no,no,NA,pronoun,370,0,2
experiment1,s37,1,6,ss,match,singular,masculine,TRUE,yes,with_preposition,no,no,NA,verb,500,0,4
experiment1,s37,1,6,ss,match,singular,masculine,TRUE,yes,with_preposition,no,no,NA,attractor_pronoun,860,0,6
experiment1,s37,59,7,ps,mismatch,plural,feminine,TRUE,yes,with_preposition,no,no,NA,adverb,430,0,4
experiment1,s37,59,7,ps,mismatch,plural,feminine,TRUE,yes,with_preposition,no,no,NA,antecedent,630,NA,4
experiment1,s37,59,7,ps,mismatch,plural,feminine,TRUE,yes,with_preposition,no,no,NA,attractor,670,0,4
experiment1,s37,59,7,ps,mismatch,plural,feminine,TRUE,yes,with_preposition,no,no,NA,onset,1376,NA,NA
experiment1,s37,59,7,ps,mismatch,plural,feminine,TRUE,yes,with_preposition,no,no,NA,pronoun,580,0,3
experiment1,s37,59,7,ps,mismatch,plural,feminine,TRUE,yes,with_preposition,no,no,NA,verb,680,0,4
experiment1,s37,59,7,ps,mismatch,plural,feminine,TRUE,yes,with_preposition,no,no,NA,attractor_pronoun,1010,0,7
experiment1,s37,23,8,ps,mismatch,plural,masculine,TRUE,yes,with_preposition,no,no,NA,adverb,510,0,4
experiment1,s37,23,8,ps,mismatch,plural,masculine,TRUE,yes,with_preposition,no,no,NA,antecedent,680,NA,4
experiment1,s37,23,8,ps,mismatch,plural,masculine,TRUE,yes,with_preposition,no,no,NA,attractor,540,0,4
experiment1,s37,23,8,ps,mismatch,plural,masculine,TRUE,yes,with_preposition,no,no,NA,onset,1646,NA,NA
experiment1,s37,23,8,ps,mismatch,plural,masculine,TRUE,yes,with_preposition,no,no,NA,pronoun,590,0,3
experiment1,s37,23,8,ps,mismatch,plural,masculine,TRUE,yes,with_preposition,no,no,NA,verb,500,0,4
experiment1,s37,23,8,ps,mismatch,plural,masculine,TRUE,yes,with_preposition,no,no,NA,attractor_pronoun,1100,0,7
experiment1,s37,82,9,sp,mismatch,singular,feminine,FALSE,yes,with_preposition,no,no,disfluency,adverb,NA,NA,NA
experiment1,s37,82,9,sp,mismatch,singular,feminine,FALSE,yes,with_preposition,no,no,disfluency,antecedent,NA,NA,NA
experiment1,s37,82,9,sp,mismatch,singular,feminine,FALSE,yes,with_preposition,no,no,disfluency,attractor,NA,NA,NA
experiment1,s37,82,9,sp,mismatch,singular,feminine,FALSE,yes,with_preposition,no,no,disfluency,onset,NA,NA,NA
experiment1,s37,82,9,sp,mismatch,singular,feminine,FALSE,yes,with_preposition,no,no,disfluency,pronoun,NA,NA,NA
experiment1,s37,82,9,sp,mismatch,singular,feminine,FALSE,yes,with_preposition,no,no,disfluency,verb,NA,NA,NA
experiment1,s37,82,9,sp,mismatch,singular,feminine,FALSE,yes,with_preposition,no,no,disfluency,attractor_pronoun,NA,NA,NA
experiment1,s37,108,10,pp,match,plural,feminine,TRUE,yes,with_preposition,no,no,NA,adverb,400,0,4
experiment1,s37,108,10,pp,match,plural,feminine,TRUE,yes,with_preposition,no,no,NA,antecedent,630,NA,4
experiment1,s37,108,10,pp,match,plural,feminine,TRUE,yes,with_preposition,no,no,NA,attractor,610,0,4
experiment1,s37,108,10,pp,match,plural,feminine,TRUE,yes,with_preposition,no,no,NA,onset,1566,NA,NA
experiment1,s37,108,10,pp,match,plural,feminine,TRUE,yes,with_preposition,no,no,NA,pronoun,650,0,3
experiment1,s37,108,10,pp,match,plural,feminine,TRUE,yes,with_preposition,no,no,NA,verb,580,0,4
experiment1,s37,108,10,pp,match,plural,feminine,TRUE,yes,with_preposition,no,no,NA,attractor_pronoun,1050,0,7
experiment1,s37,30,11,sp,mismatch,singular,masculine,TRUE,yes,with_preposition,no,no,NA,adverb,410,0,4
experiment1,s37,30,11,sp,mismatch,singular,masculine,TRUE,yes,with_preposition,no,no,NA,antecedent,460,NA,4
experiment1,s37,30,11,sp,mismatch,singular,masculine,TRUE,yes,with_preposition,no,no,NA,attractor,690,0,4
experiment1,s37,30,11,sp,mismatch,singular,masculine,TRUE,yes,with_preposition,no,no,NA,onset,1256,NA,NA
experiment1,s37,30,11,sp,mismatch,singular,masculine,TRUE,yes,with_preposition,no,no,NA,pronoun,360,0,2
experiment1,s37,30,11,sp,mismatch,singular,masculine,TRUE,yes,with_preposition,no,no,NA,verb,570,0,4
experiment1,s37,30,11,sp,mismatch,singular,masculine,TRUE,yes,with_preposition,no,no,NA,attractor_pronoun,770,0,6
experiment1,s37,93,12,ss,match,singular,feminine,TRUE,yes,with_preposition,no,no,NA,adverb,450,0,4
experiment1,s37,93,12,ss,match,singular,feminine,TRUE,yes,with_preposition,no,no,NA,antecedent,520,NA,4
experiment1,s37,93,12,ss,match,singular,feminine,TRUE,yes,with_preposition,no,no,NA,attractor,540,0,4
experiment1,s37,93,12,ss,match,singular,feminine,TRUE,yes,with_preposition,no,no,NA,onset,1496,NA,NA
experiment1,s37,93,12,ss,match,singular,feminine,TRUE,yes,with_preposition,no,no,NA,pronoun,530,0,3
experiment1,s37,93,12,ss,match,singular,feminine,TRUE,yes,with_preposition,no,no,NA,verb,450,0,4
experiment1,s37,93,12,ss,match,singular,feminine,TRUE,yes,with_preposition,no,no,NA,attractor_pronoun,980,0,7
experiment1,s37,44,13,pp,match,plural,masculine,TRUE,yes,with_preposition,no,no,NA,adverb,410,0,4
experiment1,s37,44,13,pp,match,plural,masculine,TRUE,yes,with_preposition,no,no,NA,antecedent,680,NA,4
experiment1,s37,44,13,pp,match,plural,masculine,TRUE,yes,with_preposition,no,no,NA,attractor,680,0,4
experiment1,s37,44,13,pp,match,plural,masculine,TRUE,yes,with_preposition,no,no,NA,onset,1376,NA,NA
experiment1,s37,44,13,pp,match,plural,masculine,TRUE,yes,with_preposition,no,no,NA,pronoun,750,0,3
experiment1,s37,44,13,pp,match,plural,masculine,TRUE,yes,with_preposition,no,no,NA,verb,540,0,4
experiment1,s37,44,13,pp,match,plural,masculine,TRUE,yes,with_preposition,no,no,NA,attractor_pronoun,1160,0,7
experiment1,s37,25,14,ss,match,singular,masculine,TRUE,yes,with_preposition,no,no,NA,adverb,490,0,4
experiment1,s37,25,14,ss,match,singular,masculine,TRUE,yes,with_preposition,no,no,NA,antecedent,580,NA,4
experiment1,s37,25,14,ss,match,singular,masculine,TRUE,yes,with_preposition,no,no,NA,attractor,540,0,4
experiment1,s37,25,14,ss,match,singular,masculine,TRUE,yes,with_preposition,no,no,NA,onset,1316,NA,NA
experiment1,s37,25,14,ss,match,singular,masculine,TRUE,yes,with_preposition,no,no,NA,pronoun,390,0,2
experiment1,s37,25,14,ss,match,singular,masculine,TRUE,yes,with_preposition,no,no,NA,verb,470,0,4
experiment1,s37,25,14,ss,match,singular,masculine,TRUE,yes,with_preposition,no,no,NA,attractor_pronoun,880,0,6
experiment1,s37,111,15,ps,mismatch,plural,feminine,TRUE,yes,with_preposition,no,no,NA,adverb,440,0,4
experiment1,s37,111,15,ps,mismatch,plural,feminine,TRUE,yes,with_preposition,no,no,NA,antecedent,670,NA,4
experiment1,s37,111,15,ps,mismatch,plural,feminine,TRUE,yes,with_preposition,no,no,NA,attractor,580,0,4
experiment1,s37,111,15,ps,mismatch,plural,feminine,TRUE,yes,with_preposition,no,no,NA,onset,1426,NA,NA
experiment1,s37,111,15,ps,mismatch,plural,feminine,TRUE,yes,with_preposition,no,no,NA,pronoun,680,0,3
experiment1,s37,111,15,ps,mismatch,plural,feminine,TRUE,yes,with_preposition,no,no,NA,verb,590,0,4
experiment1,s37,111,15,ps,mismatch,plural,feminine,TRUE,yes,with_preposition,no,no,NA,attractor_pronoun,1120,0,7
experiment1,s37,39,16,ps,mismatch,plural,masculine,TRUE,yes,with_preposition,no,no,NA,adverb,450,0,4
experiment1,s37,39,16,ps,mismatch,plural,masculine,TRUE,yes,with_preposition,no,no,NA,antecedent,650,NA,4
experiment1,s37,39,16,ps,mismatch,plural,masculine,TRUE,yes,with_preposition,no,no,NA,attractor,560,0,4
experiment1,s37,39,16,ps,mismatch,plural,masculine,TRUE,yes,with_preposition,no,no,NA,onset,1456,NA,NA
experiment1,s37,39,16,ps,mismatch,plural,masculine,TRUE,yes,with_preposition,no,no,NA,pronoun,690,0,3
experiment1,s37,39,16,ps,mismatch,plural,masculine,TRUE,yes,with_preposition,no,no,NA,verb,500,0,4
experiment1,s37,39,16,ps,mismatch,plural,masculine,TRUE,yes,with_preposition,no,no,NA,attractor_pronoun,1140,0,7
experiment1,s37,94,17,sp,mismatch,singular,feminine,TRUE,yes,with_preposition,no,no,NA,adverb,390,0,4
experiment1,s37,94,17,sp,mismatch,singular,feminine,TRUE,yes,with_preposition,no,no,NA,antecedent,550,NA,4
experiment1,s37,94,17,sp,mismatch,singular,feminine,TRUE,yes,with_preposition,no,no,NA,attractor,620,0,4
experiment1,s37,94,17,sp,mismatch,singular,feminine,TRUE,yes,with_preposition,no,no,NA,onset,1426,NA,NA
experiment1,s37,94,17,sp,mismatch,singular,feminine,TRUE,yes,with_preposition,no,no,NA,pronoun,500,0,3
experiment1,s37,94,17,sp,mismatch,singular,feminine,TRUE,yes,with_preposition,no,no,NA,verb,440,0,4
experiment1,s37,94,17,sp,mismatch,singular,feminine,TRUE,yes,with_preposition,no,no,NA,attractor_pronoun,890,0,7
experiment1,s37,80,18,pp,match,plural,feminine,TRUE,yes,with_preposition,no,no,NA,adverb,390,0,4
experiment1,s37,80,18,pp,match,plural,feminine,TRUE,yes,with_preposition,no,no,NA,antecedent,710,NA,4
experiment1,s37,80,18,pp,match,plural,feminine,TRUE,yes,with_preposition,no,no,NA,attractor,680,0,4
experiment1,s37,80,18,pp,match,plural,feminine,TRUE,yes,with_preposition,no,no,NA,onset,1366,NA,NA
experiment1,s37,80,18,pp,match,plural,feminine,TRUE,yes,with_preposition,no,no,NA,pronoun,704,0,3
experiment1,s37,80,18,pp,match,plural,feminine,TRUE,yes,with_preposition,no,no,NA,verb,600,0,4
experiment1,s37,80,18,pp,match,plural,feminine,TRUE,yes,with_preposition,no,no,NA,attractor_pronoun,1094,0,7
experiment1,s37,34,19,sp,mismatch,singular,masculine,TRUE,yes,with_preposition,no,no,NA,adverb,430,0,4
experiment1,s37,34,19,sp,mismatch,singular,masculine,TRUE,yes,with_preposition,no,no,NA,antecedent,440,NA,4
experiment1,s37,34,19,sp,mismatch,singular,masculine,TRUE,yes,with_preposition,no,no,NA,attractor,710,0,4
experiment1,s37,34,19,sp,mismatch,singular,masculine,TRUE,yes,with_preposition,no,no,NA,onset,1366,NA,NA
experiment1,s37,34,19,sp,mismatch,singular,masculine,TRUE,yes,with_preposition,no,no,NA,pronoun,400,0,2
experiment1,s37,34,19,sp,mismatch,singular,masculine,TRUE,yes,with_preposition,no,no,NA,verb,620,0,4
experiment1,s37,34,19,sp,mismatch,singular,masculine,TRUE,yes,with_preposition,no,no,NA,attractor_pronoun,830,0,6
experiment1,s37,81,20,ss,match,singular,feminine,TRUE,yes,with_preposition,no,no,NA,adverb,480,0,4
experiment1,s37,81,20,ss,match,singular,feminine,TRUE,yes,with_preposition,no,no,NA,antecedent,520,NA,4
experiment1,s37,81,20,ss,match,singular,feminine,TRUE,yes,with_preposition,no,no,NA,attractor,590,0,4
experiment1,s37,81,20,ss,match,singular,feminine,TRUE,yes,with_preposition,no,no,NA,onset,1456,NA,NA
experiment1,s37,81,20,ss,match,singular,feminine,TRUE,yes,with_preposition,no,no,NA,pronoun,540,0,3
