old_name;new_name;Item;seg_label;seg_start;seg_end;seg_dur;item_dur;suffix_onset
22NFG.wav;22SA.wav;22SA.ogg;pause;1,451;1,623;0,172;1,356;0,907
22NFG.wav;22SA.wav;22SA.ogg;mangi;1,623;1,972;0,349;1,356;0,907
22NFG.wav;22SA.wav;22SA.ogg;are;1,972;2,422;0,449;1,356;0,907
23CFA.wav;23PA.wav;23PA.ogg;puo;1,292;1,578;0,286;1,371;0,928
23CFA.wav;23PA.wav;23PA.ogg;pause;1,578;1,803;0,225;1,371;0,928
23CFA.wav;23PA.wav;23PA.ogg;mostr;1,803;2,219;0,416;1,371;0,928
23CFA.wav;23PA.wav;23PA.ogg;are;2,219;2,663;0,443;1,371;0,928
23CFG.wav;23SG.wav;23SG.ogg;sta;1,043;1,452;0,409;1,611;1,057
23CFG.wav;23SG.wav;23SG.ogg;pause;1,452;1,679;0,227;1,611;1,057
23CFG.wav;23SG.wav;23SG.ogg;mostr;1,679;2,1;0,421;1,611;1,057
23CFG.wav;23SG.wav;23SG.ogg;ando;2,1;2,653;0,554;1,611;1,057
23NFA.wav;23PG.wav;23PG.ogg;puo;1,295;1,578;0,283;1,46;0,924
23NFA.wav;23PG.wav;23PG.ogg;pause;1,578;1,797;0,22;1,46;0,924
23NFA.wav;23PG.wav;23PG.ogg;mostr;1,797;2,219;0,422;1,46;0,924
23NFA.wav;23PG.wav;23PG.ogg;ando;2,219;2,755;0,536;1,46;0,924
23NFG.wav;23SA.wav;23SA.ogg;sta;1,049;1,45;0,401;1,49;1,052
23NFG.wav;23SA.wav;23SA.ogg;pause;1,45;1,682;0,232;1,49;1,052
23NFG.wav;23SA.wav;23SA.ogg;mostr;1,682;2,101;0,419;1,49;1,052
23NFG.wav;23SA.wav;23SA.ogg;are;2,101;2,539;0,438;1,49;1,052
24CFA.wav;24PA.wav;24PA.ogg;puo;1,258;1,582;0,324;1,404;0,944
24CFA.wav;24PA.wav;24PA.ogg;pause;1,582;1,808;0,226;1,404;0,944
24CFA.wav;24PA.wav;24PA.ogg;varc;1,808;2,202;0,395;1,404;0,944
24CFA.wav;24PA.wav;24PA.ogg;are;2,202;2,662;0,46;1,404;0,944
24CFG.wav;24SG.wav;24SG.ogg;sta;1,166;1,602;0,436;1,593;1,024
24CFG.wav;24SG.wav;24SG.ogg;pause;1,602;1,798;0,196;1,593;1,024
24CFG.wav;24SG.wav;24SG.ogg;varc;1,798;2,191;0,393;1,593;1,024
24CFG.wav;24SG.wav;24SG.ogg;ando;2,191;2,759;0,569;1,593;1,024
24NFA.wav;24PG.wav;24PG.ogg;puo;1,258;1,578;0,321;1,485;0,946
24NFA.wav;24PG.wav;24PG.ogg;pause;1,578;1,811;0,233;1,485;0,946
24NFA.wav;24PG.wav;24PG.ogg;varc;1,811;2,203;0,392;1,485;0,946
24NFA.wav;24PG.wav;24PG.ogg;ando;2,203;2,743;0,539;1,485;0,946
24NFG.wav;24SA.wav;24SA.ogg;sta;1,166;1,602;0,436;1,475;1,021
24NFG.wav;24SA.wav;24SA.ogg;pause;1,602;1,798;0,196;1,475;1,021
24NFG.wav;24SA.wav;24SA.ogg;varc;1,798;2,187;0,389;1,475;1,021
24NFG.wav;24SA.wav;24SA.ogg;are;2,187;2,641;0,454;1,475;1,021
25CFA.wav;25PA.wav;25PA.ogg;puo;1,262;1,529;0,268;1,299;0,823
25CFA.wav;25PA.wav;25PA.ogg;pause;1,529;1,837;0,308;1,299;0,823
25CFA.wav;25PA.wav;25PA.ogg;pag;1,837;2,084;0,247;1,299;0,823
25CFA.wav;25PA.wav;25PA.ogg;are;2,084;2,56;0,476;1,299;0,823
25CFG.wav;25SG.wav;25SG.ogg;sta;1,013;1,41;0,398;1,504;0,98
25CFG.wav;25SG.wav;25SG.ogg;pause;1,41;1,755;0,344;1,504;0,98
25CFG.wav;25SG.wav;25SG.ogg;pag;1,755;1,992;0,237;1,504;0,98
25CFG.wav;25SG.wav;25SG.ogg;ando;1,992;2,517;0,524;1,504;0,98
25NFA.wav;25PG.wav;25PG.ogg;puo;1,262;1,526;0,265;1,34;0,816
25NFA.wav;25PG.wav;25PG.ogg;pause;1,526;1,84;0,314;1,34;0,816
25NFA.wav;25PG.wav;25PG.ogg;pag;1,84;2,077;0,238;1,34;0,816
25NFA.wav;25PG.wav;25PG.ogg;ando;2,077;2,601;0,524;1,34;0,816
25NFG.wav;25SA.wav;25SA.ogg;sta;1,013;1,411;0,398;1,463;1,003
25NFG.wav;25SA.wav;25SA.ogg;pause;1,411;1,758;0,348;1,463;1,003
25NFG.wav;25SA.wav;25SA.ogg;pag;1,758;2,015;0,257;1,463;1,003
25NFG.wav;25SA.wav;25SA.ogg;are;2,015;2,475;0,46;1,463;1,003
26CFA.wav;26PA.wav;26PA.ogg;puo;1,315;1,611;0,296;1,359;0,907
26CFA.wav;26PA.wav;26PA.ogg;pause;1,611;1,921;0,31;1,359;0,907
26CFA.wav;26PA.wav;26PA.ogg;papp;1,921;2,222;0,301;1,359;0,907
26CFA.wav;26PA.wav;26PA.ogg;are;2,222;2,674;0,452;1,359;0,907
26CFG.wav;26SG.wav;26SG.ogg;sta;1,2;1,613;0,413;1,635;1,069
26CFG.wav;26SG.wav;26SG.ogg;pause;1,613;1,965;0,352;1,635;1,069
26CFG.wav;26SG.wav;26SG.ogg;papp;1,965;2,269;0,304;1,635;1,069
26CFG.wav;26SG.wav;26SG.ogg;ando;2,269;2,835;0,566;1,635;1,069
26NFA.wav;26PG.wav;26PG.ogg;puo;1,315;1,586;0,271;1,469;0,903
26NFA.wav;26PG.wav;26PG.ogg;pause;1,586;1,918;0,332;1,469;0,903
26NFA.wav;26PG.wav;26PG.ogg;papp;1,918;2,218;0,3;1,469;0,903
26NFA.wav;26PG.wav;26PG.ogg;ando;2,218;2,784;0,566;1,469;0,903
26NFG.wav;26SA.wav;26SA.ogg;sta;1,204;1,605;0,401;1,51;1,073
26NFG.wav;26SA.wav;26SA.ogg;pause;1,605;1,966;0,361;1,51;1,073
26NFG.wav;26SA.wav;26SA.ogg;papp;1,966;2,276;0,311;1,51;1,073
26NFG.wav;26SA.wav;26SA.ogg;are;2,276;2,713;0,437;1,51;1,073
27CFA.wav;27PA.wav;27PA.ogg;puo;1,284;1,574;0,29;1,376;0,93
27CFA.wav;27PA.wav;27PA.ogg;pause;1,574;1,86;0,286;1,376;0,93
27CFA.wav;27PA.wav;27PA.ogg;pens;1,86;2,215;0,355;1,376;0,93
27CFA.wav;27PA.wav;27PA.ogg;are;2,215;2,661;0,446;1,376;0,93
27CFG.wav;27SG.wav;27SG.ogg;sta;1,056;1,442;0,386;1,639;1,068
27CFG.wav;27SG.wav;27SG.ogg;pause;1,442;1,782;0,34;1,639;1,068
27CFG.wav;27SG.wav;27SG.ogg;pens;1,782;2,123;0,342;1,639;1,068
27CFG.wav;27SG.wav;27SG.ogg;ando;2,123;2,694;0,571;1,639;1,068
27NFA.wav;27PG.wav;27PG.ogg;puo;1,285;1,572;0,287;1,494;0,929
27NFA.wav;27PG.wav;27PG.ogg;pause;1,572;1,86;0,288;1,494;0,929
27NFA.wav;27PG.wav;27PG.ogg;pens;1,86;2,214;0,354;1,494;0,929
27NFA.wav;27PG.wav;27PG.ogg;ando;2,214;2,778;0,565;1,494;0,929
27NFG.wav;27SA.wav;27SA.ogg;sta;1,056;1,439;0,383;1,516;1,065
27NFG.wav;27SA.wav;27SA.ogg;pause;1,439;1,777;0,338;1,516;1,065
27NFG.wav;27SA.wav;27SA.ogg;pens;1,777;2,121;0,344;1,516;1,065
27NFG.wav;27SA.wav;27SA.ogg;are;2,121;2,572;0,451;1,516;1,065
28CFA.wav;28PA.wav;28PA.ogg;puo;1,259;1,532;0,273;1,371;0,9
28CFA.wav;28PA.wav;28PA.ogg;pause;1,532;1,8;0,268;1,371;0,9
28CFA.wav;28PA.wav;28PA.ogg;calz;1,8;2,159;0,359;1,371;0,9
28CFA.wav;28PA.wav;28PA.ogg;are;2,159;2,63;0,471;1,371;0,9
28CFG.wav;28SG.wav;28SG.ogg;sta;1,124;1,516;0,391;1,593;1,051
28CFG.wav;28SG.wav;28SG.ogg;pause;1,516;1,827;0,312;1,593;1,051
28CFG.wav;28SG.wav;28SG.ogg;calz;1,827;2,175;0,348;1,593;1,051
28CFG.wav;28SG.wav;28SG.ogg;ando;2,175;2,717;0,542;1,593;1,051
28NFA.wav;28PG.wav;28PG.ogg;puo;1,257;1,53;0,273;1,439;0,898
28NFA.wav;28PG.wav;28PG.ogg;pause;1,53;1,807;0,277;1,439;0,898
28NFA.wav;28PG.wav;28PG.ogg;calz;1,807;2,155;0,348;1,439;0,898
28NFA.wav;28PG.wav;28PG.ogg;ando;2,155;2,696;0,541;1,439;0,898
28NFG.wav;28SA.wav;28SA.ogg;sta;1,121;1,515;0,394;1,52;1,056
28NFG.wav;28SA.wav;28SA.ogg;pause;1,515;1,827;0,312;1,52;1,056
28NFG.wav;28SA.wav;28SA.ogg;calz;1,827;2,177;0,35;1,52;1,056
28NFG.wav;28SA.wav;28SA.ogg;are;2,177;2,641;0,464;1,52;1,056
29CFA.wav;29PA.wav;29PA.ogg;puo;1,426;1,711;0,285;1,352;0,858
29CFA.wav;29PA.wav;29PA.ogg;pause;1,711;1,896;0,185;1,352;0,858
29CFA.wav;29PA.wav;29PA.ogg;stir;1,896;2,285;0,388;1,352;0,858
29CFA.wav;29PA.wav;29PA.ogg;are;2,285;2,778;0,494;1,352;0,858
29CFG.wav;29SG.wav;29SG.ogg;sta;1,156;1,531;0,375;1,485;0,947
29CFG.wav;29SG.wav;29SG.ogg;pause;1,531;1,739;0,208;1,485;0,947
29CFG.wav;29SG.wav;29SG.ogg;stir;1,739;2,104;0,364;1,485;0,947
29CFG.wav;29SG.wav;29SG.ogg;ando;2,104;2,641;0,538;1,485;0,947
29NFA.wav;29PG.wav;29PG.ogg;puo;1,426;1,717;0,291;1,403;0,868
29NFA.wav;29PG.wav;29PG.ogg;pause;1,717;1,905;0,188;1,403;0,868
29NFA.wav;29PG.wav;29PG.ogg;stir;1,905;2,293;0,388;1,403;0,868
29NFA.wav;29PG.wav;29PG.ogg;ando;2,293;2,829;0,535;1,403;0,868
29NFG.wav;29SA.wav;29SA.ogg;sta;1,156;1,531;0,375;1,44;0,957
29NFG.wav;29SA.wav;29SA.ogg;pause;1,531;1,723;0,192;1,44;0,957
29NFG.wav;29SA.wav;29SA.ogg;stir;1,723;2,113;0,39;1,44;0,957
29NFG.wav;29SA.wav;29SA.ogg;are;2,113;2,596;0,483;1,44;0,957
30CFA.wav;30PA.wav;30PA.ogg;puo;1,326;1,609;0,282;1,253;0,802
30CFA.wav;30PA.wav;30PA.ogg;pause;1,609;1,764;0,155;1,253;0,802
30CFA.wav;30PA.wav;30PA.ogg;suon;1,764;2,129;0,365;1,253;0,802
30CFA.wav;30PA.wav;30PA.ogg;are;2,129;2,58;0,451;1,253;0,802
30CFG.wav;30SG.wav;30SG.ogg;sta;1,099;1,503;0,404;1,537;0,994
30CFG.wav;30SG.wav;30SG.ogg;pause;1,503;1,733;0,229;1,537;0,994
30CFG.wav;30SG.wav;30SG.ogg;suon;1,733;2,093;0,361;1,537;0,994
30CFG.wav;30SG.wav;30SG.ogg;ando;2,093;2,636;0,543;1,537;0,994
30NFA.wav;30PG.wav;30PG.ogg;puo;1,325;1,611;0,286;1,35;0,802
30NFA.wav;30PG.wav;30PG.ogg;pause;1,611;1,771;0,16;1,35;0,802
30NFA.wav;30PG.wav;30PG.ogg;suon;1,771;2,127;0,356;1,35;0,802
30NFA.wav;30PG.wav;30PG.ogg;ando;2,127;2,674;0,548;1,35;0,802
30NFG.wav;30SA.wav;30SA.ogg;sta;1,099;1,516;0,417;1,443;0,994
30NFG.wav;30SA.wav;30SA.ogg;pause;1,516;1,729;0,213;1,443;0,994
30NFG.wav;30SA.wav;30SA.ogg;suon;1,729;2,093;0,364;1,443;0,994
30NFG.wav;30SA.wav;30SA.ogg;are;2,093;2,542;0,449;1,443;0,994
31CFA.wav;31PA.wav;31PA.ogg;puo;1,252;1,534;0,281;1,262;0,833
31CFA.wav;31PA.wav;31PA.ogg;pause;1,534;1,875;0,341;1,262;0,833
31CFA.wav;31PA.wav;31PA.ogg;tir;1,875;2,085;0,21;1,262;0,833
31CFA.wav;31PA.wav;31PA.ogg;are;2,085;2,514;0,429;1,262;0,833
31CFG.wav;31SG.wav;31SG.ogg;sta;1,11;1,509;0,399;1,471;0,926
31CFG.wav;31SG.wav;31SG.ogg;pause;1,509;1,829;0,319;1,471;0,926
31CFG.wav;31SG.wav;31SG.ogg;tir;1,829;2,036;0,207;1,471;0,926
31CFG.wav;31SG.wav;31SG.ogg;ando;2,036;2,581;0,545;1,471;0,926
31NFA.wav;31PG.wav;31PG.ogg;puo;1,251;1,538;0,287;1,375;0,832
31NFA.wav;31PG.wav;31PG.ogg;pause;1,538;1,875;0,337;1,375;0,832
31NFA.wav;31PG.wav;31PG.ogg;tir;1,875;2,083;0,209;1,375;0,832
31NFA.wav;31PG.wav;31PG.ogg;ando;2,083;2,626;0,543;1,375;0,832
31NFG.wav;31SA.wav;31SA.ogg;sta;1,118;1,511;0,393;1,354;0,918
31NFG.wav;31SA.wav;31SA.ogg;pause;1,511;1,829;0,318;1,354;0,918
31NFG.wav;31SA.wav;31SA.ogg;tir;1,829;2,035;0,207;1,354;0,918
31NFG.wav;31SA.wav;31SA.ogg;are;2,035;2,472;0,436;1,354;0,918
32CFA.wav;32PA.wav;32PA.ogg;puo;1,314;1,618;0,303;1,314;0,869
32CFA.wav;32PA.wav;32PA.ogg;pause;1,618;1,895;0,277;1,314;0,869
32CFA.wav;32PA.wav;32PA.ogg;vol;1,895;2,183;0,288;1,314;0,869
32CFA.wav;32PA.wav;32PA.ogg;are;2,183;2,628;0,445;1,314;0,869
32CFG.wav;32SG.wav;32SG.ogg;sta;1,082;1,513;0,432;1,414;0,901
32CFG.wav;32SG.wav;32SG.ogg;pause;1,513;1,704;0,191;1,414;0,901
32CFG.wav;32SG.wav;32SG.ogg;vol;1,704;1,983;0,279;1,414;0,901
32CFG.wav;32SG.wav;32SG.ogg;ando;1,983;2,496;0,513;1,414;0,901
32NFA.wav;32PG.wav;32PG.ogg;puo;1,311;1,61;0,299;1,378;0,866
32NFA.wav;32PG.wav;32PG.ogg;pause;1,61;1,896;0,286;1,378;0,866
32NFA.wav;32PG.wav;32PG.ogg;vol;1,896;2,177;0,281;1,378;0,866
32NFA.wav;32PG.wav;32PG.ogg;ando;2,177;2,689;0,512;1,378;0,866
32NFG.wav;32SA.wav;32SA.ogg;sta;1,081;1,513;0,432;1,323;0,901
32NFG.wav;32SA.wav;32SA.ogg;pause;1,513;1,704;0,191;1,323;0,901
32NFG.wav;32SA.wav;32SA.ogg;vol;1,704;1,982;0,278;1,323;0,901
32NFG.wav;32SA.wav;32SA.ogg;are;1,982;2,403;0,422;1,323;0,901
