Item,anon_ID,exp_dur_minutes,Accuracy,Sex,age,Version,Task_Nr,Task_Name,trial_Nr,Key_Press,Response,rt,stars_amount,Block_Type,Block_Nr,trial_Block,Familiarity,Target,item_dur,suffix_onset
01PA.ogg,p55,18.59,1,f,4.44,V2_puoAre,1,V2_onlineTask,21,P,correct,3952,10,learning,1,14,familiar,present,1367,914
01PA.ogg,p42,19.27,1,f,6.48,V2_puoAre,1,V2_onlineTask,178,P,correct,1463,117,recovery,4,45,familiar,present,1367,914
01PA.ogg,p55,18.59,1,f,4.44,V2_puoAre,1,V2_onlineTask,172,P,correct,1481,116,recovery,4,45,familiar,present,1367,914
01PA.ogg,p34,19.46,1,f,6.45,V2_puoAre,1,V2_onlineTask,178,P,correct,1972,112,recovery,4,45,familiar,present,1367,914
01PA.ogg,p73,21.25,1,f,4.01,V1_puoAndo,1,V1_onlineTask,107,Q,correct,2772,82,disruption,3,4,familiar,absent,1367,914
01PA.ogg,p83,20.05,1,f,6.46,V4_staAndo,1,V4_onlineTask,46,Q,correct,1634,26,learning,1,33,familiar,absent,1367,914
01PA.ogg,p51,20.29,1,m,6.26,V4_staAndo,1,V4_onlineTask,46,Q,correct,1885,20,learning,1,33,familiar,absent,1367,914
01PA.ogg,p46,21.19,1,m,6.75,V2_puoAre,1,V2_onlineTask,172,P,correct,2141,149,recovery,4,45,familiar,present,1367,914
01PA.ogg,p76,,1,f,5.95,V2_puoAre,1,V2_onlineTask,67,P,correct,2255,50,learning,2,12,familiar,present,1367,914
01PA.ogg,p85,21.84,1,m,5.15,V1_puoAndo,1,V1_onlineTask,107,Q,correct,2215,61,disruption,3,4,familiar,absent,1367,914
01PA.ogg,p59,,1,f,4.18,V4_staAndo,1,V4_onlineTask,40,Q,correct,11005,27,learning,1,33,familiar,absent,1367,914
01PA.ogg,p84,19.56,1,f,4.47,V4_staAndo,1,V4_onlineTask,175,Q,correct,2364,111,recovery,4,42,familiar,absent,1367,914
01PA.ogg,p25,19.12,1,m,7.59,V2_puoAre,1,V2_onlineTask,67,P,correct,1867,47,learning,2,12,familiar,present,1367,914
01PA.ogg,p38,27.96,1,f,6.79,V2_puoAre,1,V2_onlineTask,178,P,correct,2569,133,recovery,4,45,familiar,present,1367,914
01PA.ogg,p22,43.66,1,m,7.17,V2_puoAre,1,V2_onlineTask,172,P,correct,1941,117,recovery,4,45,familiar,present,1367,914
01PA.ogg,p83,20.05,1,f,6.46,V4_staAndo,1,V4_onlineTask,99,Q,correct,1859,78,learning,2,38,familiar,absent,1367,914
01PA.ogg,p72,21.43,1,m,7.13,V4_staAndo,1,V4_onlineTask,46,Q,correct,2010,28,learning,1,33,familiar,absent,1367,914
01PA.ogg,p01,22.72,1,m,7.73,V2_puoAre,1,V2_onlineTask,172,P,correct,2839,149,recovery,4,45,familiar,present,1367,914
01PA.ogg,p70,27.27,1,f,4.59,V4_staAndo,1,V4_onlineTask,99,Q,correct,2619,53,learning,2,38,familiar,absent,1367,914
01PA.ogg,p16,19.1,1,m,7,V2_puoAre,1,V2_onlineTask,172,P,correct,1498,109,recovery,4,45,familiar,present,1367,914
01PA.ogg,p06,24.11,1,m,6.9,V4_staAndo,1,V4_onlineTask,93,Q,correct,1687,77,learning,2,38,familiar,absent,1367,914
01PA.ogg,p64,25.59,1,f,6.83,V3_staAre,1,V3_onlineTask,114,P,correct,2693,86,disruption,3,11,familiar,present,1367,914
01PA.ogg,p77,17.55,1,m,8.04,V4_staAndo,1,V4_onlineTask,93,Q,correct,2070,78,learning,2,38,familiar,absent,1367,914
01PA.ogg,p72,21.43,1,m,7.13,V4_staAndo,1,V4_onlineTask,175,Q,correct,2370,154,recovery,4,42,familiar,absent,1367,914
01PA.ogg,p03,19.19,1,m,7.9,V4_staAndo,1,V4_onlineTask,40,Q,correct,1775,33,learning,1,33,familiar,absent,1367,914
01PA.ogg,p52,21.78,1,m,5.52,V1_puoAndo,1,V1_onlineTask,107,Q,correct,6128,93,disruption,3,4,familiar,absent,1367,914
01PA.ogg,p59,,1,f,4.18,V4_staAndo,1,V4_onlineTask,93,Q,correct,3305,76,learning,2,38,familiar,absent,1367,914
01PA.ogg,p76,,1,f,5.95,V2_puoAre,1,V2_onlineTask,21,P,correct,2418,14,learning,1,14,familiar,present,1367,914
01PA.ogg,p79,19.71,1,f,7.37,V3_staAre,1,V3_onlineTask,114,P,correct,1868,77,disruption,3,11,familiar,present,1367,914
01PA.ogg,p02,15.83,1,f,6.31,V3_staAre,1,V3_onlineTask,114,P,correct,465,58,disruption,3,11,familiar,present,1367,914
01PA.ogg,p67,21.86,1,m,5.16,V2_puoAre,1,V2_onlineTask,172,P,correct,2568,104,recovery,4,45,familiar,present,1367,914
01PA.ogg,p51,20.29,1,m,6.26,V4_staAndo,1,V4_onlineTask,99,Q,correct,1604,57,learning,2,38,familiar,absent,1367,914
01PA.ogg,p12,0,1,f,6.24,V4_staAndo,1,V4_onlineTask,169,Q,correct,2091,122,recovery,4,42,familiar,absent,1367,914
01PA.ogg,p20,23.22,1,f,6.17,V1_puoAndo,1,V1_onlineTask,107,Q,correct,2005,89,disruption,3,4,familiar,absent,1367,914
01PA.ogg,p23,16.83,1,m,7.76,V4_staAndo,1,V4_onlineTask,169,Q,correct,1612,142,recovery,4,42,familiar,absent,1367,914
01PA.ogg,p10,0,1,f,4.58,V3_staAre,1,V3_onlineTask,114,P,correct,1634,73,disruption,3,11,familiar,present,1367,914
01PA.ogg,p84,19.56,1,f,4.47,V4_staAndo,1,V4_onlineTask,99,Q,correct,1731,56,learning,2,38,familiar,absent,1367,914
01PA.ogg,p16,19.1,1,m,7,V2_puoAre,1,V2_onlineTask,67,P,correct,1868,34,learning,2,12,familiar,present,1367,914
01PA.ogg,p04,22.93,1,f,7.15,V4_staAndo,1,V4_onlineTask,169,Q,correct,4302,149,recovery,4,42,familiar,absent,1367,914
01PA.ogg,p01,22.72,1,m,7.73,V2_puoAre,1,V2_onlineTask,67,P,correct,2407,51,learning,2,12,familiar,present,1367,914
01PA.ogg,p77,17.55,1,m,8.04,V4_staAndo,1,V4_onlineTask,40,Q,correct,2011,32,learning,1,33,familiar,absent,1367,914
01PA.ogg,p59,,1,f,4.18,V4_staAndo,1,V4_onlineTask,169,Q,correct,3594,149,recovery,4,42,familiar,absent,1367,914
01PA.ogg,p23,16.83,1,m,7.76,V4_staAndo,1,V4_onlineTask,40,Q,correct,1947,33,learning,1,33,familiar,absent,1367,914
01PA.ogg,p09,20.12,1,f,7.33,V2_puoAre,1,V2_onlineTask,172,P,correct,1944,100,recovery,4,45,familiar,present,1367,914
01PA.ogg,p12,0,1,f,6.24,V4_staAndo,1,V4_onlineTask,40,Q,correct,1509,20,learning,1,33,familiar,absent,1367,914
01PA.ogg,p62,46.99,1,m,3.7,V1_puoAndo,1,V1_onlineTask,107,Q,correct,4545,72,disruption,3,4,familiar,absent,1367,914
01PA.ogg,p57,19.97,1,f,6.9,V1_puoAndo,1,V1_onlineTask,107,Q,correct,2020,92,disruption,3,4,familiar,absent,1367,914
01PA.ogg,p25,19.12,1,m,7.59,V2_puoAre,1,V2_onlineTask,21,P,correct,2266,12,learning,1,14,familiar,present,1367,914
01PA.ogg,p06,24.11,1,m,6.9,V4_staAndo,1,V4_onlineTask,40,Q,correct,2103,25,learning,1,33,familiar,absent,1367,914
01PA.ogg,p12,0,1,f,6.24,V4_staAndo,1,V4_onlineTask,93,Q,correct,1521,57,learning,2,38,familiar,absent,1367,914
01PA.ogg,p38,27.96,1,f,6.79,V2_puoAre,1,V2_onlineTask,27,P,correct,2358,8,learning,1,14,familiar,present,1367,914
01PA.ogg,p42,19.27,1,f,6.48,V2_puoAre,1,V2_onlineTask,73,P,correct,1153,38,learning,2,12,familiar,present,1367,914
01PA.ogg,p78,166.35,1,f,6.87,V1_puoAndo,1,V1_onlineTask,107,Q,correct,1922,52,disruption,3,4,familiar,absent,1367,914
01PA.ogg,p25,19.12,1,m,7.59,V2_puoAre,1,V2_onlineTask,172,P,correct,2020,131,recovery,4,45,familiar,present,1367,914
01PA.ogg,p72,21.43,1,m,7.13,V4_staAndo,1,V4_onlineTask,99,Q,correct,2144,81,learning,2,38,familiar,absent,1367,914
01PA.ogg,p46,21.19,1,m,6.75,V2_puoAre,1,V2_onlineTask,67,P,correct,1913,54,learning,2,12,familiar,present,1367,914
01PA.ogg,p54,23.25,1,f,7.35,V3_staAre,1,V3_onlineTask,120,P,correct,2368,101,disruption,3,11,familiar,present,1367,914
01PA.ogg,p27,21.4,1,m,4.67,V4_staAndo,1,V4_onlineTask,169,Q,correct,2444,131,recovery,4,42,familiar,absent,1367,914
01PA.ogg,p08,18.23,1,m,5.07,V3_staAre,1,V3_onlineTask,114,P,correct,2160,82,disruption,3,11,familiar,present,1367,914
01PA.ogg,p51,20.29,1,m,6.26,V4_staAndo,1,V4_onlineTask,175,Q,correct,2925,117,recovery,4,42,familiar,absent,1367,914
01PA.ogg,p27,21.4,1,m,4.67,V4_staAndo,1,V4_onlineTask,40,Q,correct,3613,29,learning,1,33,familiar,absent,1367,914
01PA.ogg,p28,18.97,1,f,7.01,V2_puoAre,1,V2_onlineTask,21,P,correct,2109,14,learning,1,14,familiar,present,1367,914
01PA.ogg,p83,20.05,1,f,6.46,V4_staAndo,1,V4_onlineTask,175,Q,correct,983,144,recovery,4,42,familiar,absent,1367,914
01PA.ogg,p27,21.4,1,m,4.67,V4_staAndo,1,V4_onlineTask,93,Q,correct,2809,70,learning,2,38,familiar,absent,1367,914
01PA.ogg,p01,22.72,1,m,7.73,V2_puoAre,1,V2_onlineTask,21,P,correct,2571,13,learning,1,14,familiar,present,1367,914
01PA.ogg,p28,18.97,1,f,7.01,V2_puoAre,1,V2_onlineTask,172,P,correct,1765,133,recovery,4,45,familiar,present,1367,914
01PA.ogg,p04,22.93,1,f,7.15,V4_staAndo,1,V4_onlineTask,93,Q,correct,2256,80,learning,2,38,familiar,absent,1367,914
01PA.ogg,p03,19.19,1,m,7.9,V4_staAndo,1,V4_onlineTask,93,Q,correct,1832,86,learning,2,38,familiar,absent,1367,914
01PA.ogg,p06,24.11,1,m,6.9,V4_staAndo,1,V4_onlineTask,169,Q,correct,1285,148,recovery,4,42,familiar,absent,1367,914
01PA.ogg,p77,17.55,1,m,8.04,V4_staAndo,1,V4_onlineTask,169,Q,correct,1827,144,recovery,4,42,familiar,absent,1367,914
01PA.ogg,p33,30.55,1,m,6.1,V3_staAre,1,V3_onlineTask,114,Q,correct,2320,95,disruption,3,11,familiar,present,1367,914
01PA.ogg,p15,23.67,1,f,5.16,V4_staAndo,1,V4_onlineTask,93,Q,correct,2129,44,learning,2,38,familiar,absent,1367,914
01PA.ogg,p03,19.19,1,m,7.9,V4_staAndo,1,V4_onlineTask,169,Q,correct,1786,161,recovery,4,42,familiar,absent,1367,914
01PA.ogg,p53,19.11,1,m,4.77,V3_staAre,1,V3_onlineTask,114,P,correct,2093,71,disruption,3,11,familiar,present,1367,914
01PA.ogg,p04,22.93,1,f,7.15,V4_staAndo,1,V4_onlineTask,40,Q,correct,1904,27,learning,1,33,familiar,absent,1367,914
01PA.ogg,p23,16.83,1,m,7.76,V4_staAndo,1,V4_onlineTask,93,Q,correct,1508,73,learning,2,38,familiar,absent,1367,914
01PG.ogg,p36,27.39,1,m,4.04,V3_staAre,1,V3_onlineTask,43,Q,correct,6297,32,learning,1,36,familiar,absent,1446,910
01PG.ogg,p45,18.52,1,m,6.16,V1_puoAndo,1,V1_onlineTask,171,P,correct,805,102,recovery,4,44,familiar,present,1446,910
01PG.ogg,p74,17.7,1,m,6.09,V1_puoAndo,1,V1_onlineTask,66,P,correct,169,45,learning,2,11,familiar,present,1446,910
01PG.ogg,p79,19.71,1,f,7.37,V3_staAre,1,V3_onlineTask,87,Q,correct,1522,55,learning,2,32,familiar,absent,1446,910
01PG.ogg,p46,21.19,1,m,6.75,V2_puoAre,1,V2_onlineTask,118,Q,correct,2729,102,disruption,3,15,familiar,absent,1446,910
01PG.ogg,p03,19.19,1,m,7.9,V4_staAndo,1,V4_onlineTask,118,P,correct,2186,111,disruption,3,15,familiar,present,1446,910
01PG.ogg,p53,19.11,1,m,4.77,V3_staAre,1,V3_onlineTask,161,Q,correct,1964,107,recovery,4,34,familiar,absent,1446,910
01PG.ogg,p36,27.39,1,m,4.04,V3_staAre,1,V3_onlineTask,87,Q,correct,3265,69,learning,2,32,familiar,absent,1446,910
01PG.ogg,p54,23.25,1,f,7.35,V3_staAre,1,V3_onlineTask,93,Q,correct,2135,75,learning,2,32,familiar,absent,1446,910
01PG.ogg,p22,43.66,1,m,7.17,V2_puoAre,1,V2_onlineTask,118,Q,correct,1982,70,disruption,3,15,familiar,absent,1446,910
01PG.ogg,p12,0,1,f,6.24,V4_staAndo,1,V4_onlineTask,118,P,correct,1882,81,disruption,3,15,familiar,present,1446,910
01PG.ogg,p02,15.83,1,f,6.31,V3_staAre,1,V3_onlineTask,161,Q,correct,1820,95,recovery,4,34,familiar,absent,1446,910
01PG.ogg,p43,30.94,1,f,5.83,V1_puoAndo,1,V1_onlineTask,20,P,correct,2135,4,learning,1,7,familiar,present,1446,910
01PG.ogg,p01,22.72,1,m,7.73,V2_puoAre,1,V2_onlineTask,118,Q,correct,2263,98,disruption,3,15,familiar,absent,1446,910
01PG.ogg,p52,21.78,1,m,5.52,V1_puoAndo,1,V1_onlineTask,66,P,correct,3166,57,learning,2,11,familiar,present,1446,910
01PG.ogg,p34,19.46,1,f,6.45,V2_puoAre,1,V2_onlineTask,124,Q,correct,2371,78,disruption,3,15,familiar,absent,1446,910
01PG.ogg,p20,23.22,1,f,6.17,V1_puoAndo,1,V1_onlineTask,66,P,correct,2122,51,learning,2,11,familiar,present,1446,910
01PG.ogg,p30,17.51,1,m,5.85,V3_staAre,1,V3_onlineTask,87,Q,correct,1489,45,learning,2,32,familiar,absent,1446,910
01PG.ogg,p10,0,1,f,4.58,V3_staAre,1,V3_onlineTask,43,Q,correct,1862,25,learning,1,36,familiar,absent,1446,910
01PG.ogg,p33,30.55,1,m,6.1,V3_staAre,1,V3_onlineTask,87,Q,correct,2201,70,learning,2,32,familiar,absent,1446,910
01PG.ogg,p04,22.93,1,f,7.15,V4_staAndo,1,V4_onlineTask,118,P,correct,2081,100,disruption,3,15,familiar,present,1446,910
01PG.ogg,p20,23.22,1,f,6.17,V1_puoAndo,1,V1_onlineTask,14,P,correct,3031,3,learning,1,7,familiar,present,1446,910
01PG.ogg,p73,21.25,1,f,4.01,V1_puoAndo,1,V1_onlineTask,171,P,correct,3077,144,recovery,4,44,familiar,present,1446,910
01PG.ogg,p79,19.71,1,f,7.37,V3_staAre,1,V3_onlineTask,161,Q,correct,1730,121,recovery,4,34,familiar,absent,1446,910
01PG.ogg,p70,27.27,1,f,4.59,V4_staAndo,1,V4_onlineTask,124,P,correct,2960,78,disruption,3,15,familiar,present,1446,910
01PG.ogg,p30,17.51,1,m,5.85,V3_staAre,1,V3_onlineTask,43,Q,correct,1962,16,learning,1,36,familiar,absent,1446,910
01PG.ogg,p69,21.83,1,f,5.59,V3_staAre,1,V3_onlineTask,87,Q,correct,3094,66,learning,2,32,familiar,absent,1446,910
01PG.ogg,p33,30.55,1,m,6.1,V3_staAre,1,V3_onlineTask,161,Q,correct,2095,137,recovery,4,34,familiar,absent,1446,910
01PG.ogg,p74,17.7,1,m,6.09,V1_puoAndo,1,V1_onlineTask,171,P,correct,1444,131,recovery,4,44,familiar,present,1446,910
01PG.ogg,p25,19.12,1,m,7.59,V2_puoAre,1,V2_onlineTask,118,Q,correct,3703,83,disruption,3,15,familiar,absent,1446,910
01PG.ogg,p29,19.8,1,f,5.43,V1_puoAndo,1,V1_onlineTask,171,P,correct,2881,127,recovery,4,44,familiar,present,1446,910
01PG.ogg,p23,16.83,1,m,7.76,V4_staAndo,1,V4_onlineTask,118,P,correct,1661,96,disruption,3,15,familiar,present,1446,910
01PG.ogg,p08,18.23,1,m,5.07,V3_staAre,1,V3_onlineTask,161,Q,correct,1589,126,recovery,4,34,familiar,absent,1446,910
01PG.ogg,p08,18.23,1,m,5.07,V3_staAre,1,V3_onlineTask,87,Q,correct,1986,59,learning,2,32,familiar,absent,1446,910
01PG.ogg,p55,18.59,1,f,4.44,V2_puoAre,1,V2_onlineTask,118,Q,correct,2276,75,disruption,3,15,familiar,absent,1446,910
01PG.ogg,p10,0,1,f,4.58,V3_staAre,1,V3_onlineTask,87,Q,correct,598,56,learning,2,32,familiar,absent,1446,910
01PG.ogg,p16,19.1,1,m,7,V2_puoAre,1,V2_onlineTask,118,Q,correct,1454,63,disruption,3,15,familiar,absent,1446,910
01PG.ogg,p14,18.46,1,f,6.24,V1_puoAndo,1,V1_onlineTask,171,P,correct,1909,144,recovery,4,44,familiar,present,1446,910
01PG.ogg,p29,19.8,1,f,5.43,V1_puoAndo,1,V1_onlineTask,14,P,correct,2128,4,learning,1,7,familiar,present,1446,910
01PG.ogg,p82,20.51,1,m,7.38,V1_puoAndo,1,V1_onlineTask,66,P,correct,2625,33,learning,2,11,familiar,present,1446,910
01PG.ogg,p69,21.83,1,f,5.59,V3_staAre,1,V3_onlineTask,43,Q,correct,3063,29,learning,1,36,familiar,absent,1446,910
01PG.ogg,p27,21.4,1,m,4.67,V4_staAndo,1,V4_onlineTask,118,P,correct,3480,92,disruption,3,15,familiar,present,1446,910
01PG.ogg,p72,21.43,1,m,7.13,V4_staAndo,1,V4_onlineTask,124,P,correct,2316,104,disruption,3,15,familiar,present,1446,910
01PG.ogg,p20,23.22,1,f,6.17,V1_puoAndo,1,V1_onlineTask,171,P,correct,2075,152,recovery,4,44,familiar,present,1446,910
01PG.ogg,p45,18.52,1,m,6.16,V1_puoAndo,1,V1_onlineTask,14,P,correct,2067,7,learning,1,7,familiar,present,1446,910
01PG.ogg,p59,,1,f,4.18,V4_staAndo,1,V4_onlineTask,118,P,correct,2648,100,disruption,3,15,familiar,present,1446,910
01PG.ogg,p53,19.11,1,m,4.77,V3_staAre,1,V3_onlineTask,43,Q,correct,3614,21,learning,1,36,familiar,absent,1446,910
01PG.ogg,p85,21.84,1,m,5.15,V1_puoAndo,1,V1_onlineTask,14,P,correct,3679,5,learning,1,7,familiar,present,1446,910
01PG.ogg,p85,21.84,1,m,5.15,V1_puoAndo,1,V1_onlineTask,171,P,correct,2541,107,recovery,4,44,familiar,present,1446,910
01PG.ogg,p09,20.12,1,f,7.33,V2_puoAre,1,V2_onlineTask,118,Q,correct,2305,66,disruption,3,15,familiar,absent,1446,910
01PG.ogg,p14,18.46,1,f,6.24,V1_puoAndo,1,V1_onlineTask,66,P,correct,922,50,learning,2,11,familiar,present,1446,910
01PG.ogg,p85,21.84,1,m,5.15,V1_puoAndo,1,V1_onlineTask,66,P,correct,2775,35,learning,2,11,familiar,present,1446,910
01PG.ogg,p08,18.23,1,m,5.07,V3_staAre,1,V3_onlineTask,43,Q,correct,2472,28,learning,1,36,familiar,absent,1446,910
01PG.ogg,p39,28.89,1,m,6.97,V3_staAre,1,V3_onlineTask,93,Q,correct,1542,53,learning,2,32,familiar,absent,1446,910
01PG.ogg,p14,18.46,1,f,6.24,V1_puoAndo,1,V1_onlineTask,14,P,correct,1839,7,learning,1,7,familiar,present,1446,910
01PG.ogg,p69,21.83,1,f,5.59,V3_staAre,1,V3_onlineTask,161,Q,correct,2300,123,recovery,4,34,familiar,absent,1446,910
01PG.ogg,p74,17.7,1,m,6.09,V1_puoAndo,1,V1_onlineTask,14,P,correct,2564,7,learning,1,7,familiar,present,1446,910
01PG.ogg,p54,23.25,1,f,7.35,V3_staAre,1,V3_onlineTask,167,Q,correct,2576,138,recovery,4,34,familiar,absent,1446,910
01PG.ogg,p33,30.55,1,m,6.1,V3_staAre,1,V3_onlineTask,43,Q,correct,2148,31,learning,1,36,familiar,absent,1446,910
01PG.ogg,p73,21.25,1,f,4.01,V1_puoAndo,1,V1_onlineTask,66,P,correct,3753,49,learning,2,11,familiar,present,1446,910
01PG.ogg,p64,25.59,1,f,6.83,V3_staAre,1,V3_onlineTask,161,Q,correct,4679,124,recovery,4,34,familiar,absent,1446,910
01PG.ogg,p28,18.97,1,f,7.01,V2_puoAre,1,V2_onlineTask,118,Q,correct,2097,91,disruption,3,15,familiar,absent,1446,910
01PG.ogg,p51,20.29,1,m,6.26,V4_staAndo,1,V4_onlineTask,124,P,correct,2239,78,disruption,3,15,familiar,present,1446,910
01PG.ogg,p64,25.59,1,f,6.83,V3_staAre,1,V3_onlineTask,87,Q,correct,2646,64,learning,2,32,familiar,absent,1446,910
01PG.ogg,p57,19.97,1,f,6.9,V1_puoAndo,1,V1_onlineTask,14,P,correct,1928,5,learning,1,7,familiar,present,1446,910
01PG.ogg,p53,19.11,1,m,4.77,V3_staAre,1,V3_onlineTask,87,Q,correct,2518,50,learning,2,32,familiar,absent,1446,910
01PG.ogg,p73,21.25,1,f,4.01,V1_puoAndo,1,V1_onlineTask,14,P,correct,3291,7,learning,1,7,familiar,present,1446,910
01PG.ogg,p52,21.78,1,m,5.52,V1_puoAndo,1,V1_onlineTask,14,P,correct,4229,6,learning,1,7,familiar,present,1446,910
01PG.ogg,p77,17.55,1,m,8.04,V4_staAndo,1,V4_onlineTask,118,P,correct,2089,99,disruption,3,15,familiar,present,1446,910
01PG.ogg,p06,24.11,1,m,6.9,V4_staAndo,1,V4_onlineTask,118,P,correct,1202,100,disruption,3,15,familiar,present,1446,910
01PG.ogg,p64,25.59,1,f,6.83,V3_staAre,1,V3_onlineTask,43,Q,correct,3141,29,learning,1,36,familiar,absent,1446,910
01PG.ogg,p38,27.96,1,f,6.79,V2_puoAre,1,V2_onlineTask,124,Q,correct,3107,83,disruption,3,15,familiar,absent,1446,910
01PG.ogg,p54,23.25,1,f,7.35,V3_staAre,1,V3_onlineTask,49,Q,correct,4892,32,learning,1,36,familiar,absent,1446,910
01PG.ogg,p30,17.51,1,m,5.85,V3_staAre,1,V3_onlineTask,161,Q,correct,1008,99,recovery,4,34,familiar,absent,1446,910
01PG.ogg,p02,15.83,1,f,6.31,V3_staAre,1,V3_onlineTask,87,Q,correct,1326,47,learning,2,32,familiar,absent,1446,910
01PG.ogg,p57,19.97,1,f,6.9,V1_puoAndo,1,V1_onlineTask,171,P,correct,1697,152,recovery,4,44,familiar,present,1446,910
01PG.ogg,p62,46.99,1,m,3.7,V1_puoAndo,1,V1_onlineTask,171,P,correct,2869,115,recovery,4,44,familiar,present,1446,910
01PG.ogg,p39,28.89,1,m,6.97,V3_staAre,1,V3_onlineTask,49,Q,correct,3384,23,learning,1,36,familiar,absent,1446,910
01PG.ogg,p52,21.78,1,m,5.52,V1_puoAndo,1,V1_onlineTask,171,P,correct,2066,150,recovery,4,44,familiar,present,1446,910
01PG.ogg,p57,19.97,1,f,6.9,V1_puoAndo,1,V1_onlineTask,66,P,correct,1819,55,learning,2,11,familiar,present,1446,910
01SA.ogg,p54,23.25,1,f,7.35,V3_staAre,1,V3_onlineTask,108,P,correct,1751,89,learning,2,47,familiar,present,1438,990
01SA.ogg,p43,30.94,1,f,5.83,V1_puoAndo,1,V1_onlineTask,62,Q,correct,2044,40,learning,2,1,familiar,absent,1438,990
01SA.ogg,p54,23.25,1,f,7.35,V3_staAre,1,V3_onlineTask,22,P,correct,5599,8,learning,1,9,familiar,present,1438,990
01SA.ogg,p57,19.97,1,f,6.9,V1_puoAndo,1,V1_onlineTask,21,Q,correct,2110,12,learning,1,14,familiar,absent,1438,990
01SA.ogg,p69,21.83,1,f,5.59,V3_staAre,1,V3_onlineTask,16,P,correct,3133,6,learning,1,9,familiar,present,1438,990
01SA.ogg,p43,30.94,1,f,5.83,V1_puoAndo,1,V1_onlineTask,142,Q,correct,2107,114,recovery,4,9,familiar,absent,1438,990
01SA.ogg,p64,25.59,1,f,6.83,V3_staAre,1,V3_onlineTask,130,P,correct,3848,99,recovery,4,3,familiar,present,1438,990
01SA.ogg,p79,19.71,1,f,7.37,V3_staAre,1,V3_onlineTask,130,P,correct,1669,92,recovery,4,3,familiar,present,1438,990
01SA.ogg,p08,18.23,1,m,5.07,V3_staAre,1,V3_onlineTask,102,P,correct,2263,71,learning,2,47,familiar,present,1438,990
01SA.ogg,p36,27.39,1,m,4.04,V3_staAre,1,V3_onlineTask,16,P,correct,7741,7,learning,1,9,familiar,present,1438,990
01SA.ogg,p20,23.22,1,f,6.17,V1_puoAndo,1,V1_onlineTask,56,Q,correct,2215,41,learning,2,1,familiar,absent,1438,990
01SA.ogg,p33,30.55,1,m,6.1,V3_staAre,1,V3_onlineTask,16,Q,correct,2413,7,learning,1,9,familiar,present,1438,990
01SA.ogg,p73,21.25,1,f,4.01,V1_puoAndo,1,V1_onlineTask,136,Q,correct,2968,110,recovery,4,9,familiar,absent,1438,990
01SA.ogg,p36,27.39,1,m,4.04,V3_staAre,1,V3_onlineTask,130,P,correct,5095,102,recovery,4,3,familiar,present,1438,990
01SA.ogg,p79,19.71,1,f,7.37,V3_staAre,1,V3_onlineTask,16,P,correct,1769,4,learning,1,9,familiar,present,1438,990
01SA.ogg,p78,166.35,1,f,6.87,V1_puoAndo,1,V1_onlineTask,136,Q,correct,2431,76,recovery,4,9,familiar,absent,1438,990
01SA.ogg,p14,18.46,1,f,6.24,V1_puoAndo,1,V1_onlineTask,21,Q,correct,1988,12,learning,1,14,familiar,absent,1438,990
01SA.ogg,p20,23.22,1,f,6.17,V1_puoAndo,1,V1_onlineTask,136,Q,correct,3162,117,recovery,4,9,familiar,absent,1438,990
01SA.ogg,p08,18.23,1,m,5.07,V3_staAre,1,V3_onlineTask,16,P,correct,2299,7,learning,1,9,familiar,present,1438,990
01SA.ogg,p62,46.99,1,m,3.7,V1_puoAndo,1,V1_onlineTask,21,Q,correct,14348,11,learning,1,14,familiar,absent,1438,990
01SA.ogg,p14,18.46,1,f,6.24,V1_puoAndo,1,V1_onlineTask,136,Q,correct,1856,111,recovery,4,9,familiar,absent,1438,990
01SA.ogg,p10,0,1,f,4.58,V3_staAre,1,V3_onlineTask,102,P,correct,2158,67,learning,2,47,familiar,present,1438,990
01SA.ogg,p79,19.71,1,f,7.37,V3_staAre,1,V3_onlineTask,102,P,correct,1883,66,learning,2,47,familiar,present,1438,990
01SA.ogg,p39,28.89,1,m,6.97,V3_staAre,1,V3_onlineTask,108,P,correct,2043,62,learning,2,47,familiar,present,1438,990
01SA.ogg,p85,21.84,1,m,5.15,V1_puoAndo,1,V1_onlineTask,56,Q,correct,2172,29,learning,2,1,familiar,absent,1438,990
01SA.ogg,p57,19.97,1,f,6.9,V1_puoAndo,1,V1_onlineTask,136,Q,correct,2007,120,recovery,4,9,familiar,absent,1438,990
01SA.ogg,p52,21.78,1,m,5.52,V1_puoAndo,1,V1_onlineTask,136,Q,correct,5474,120,recovery,4,9,familiar,absent,1438,990
01SA.ogg,p33,30.55,1,m,6.1,V3_staAre,1,V3_onlineTask,130,P,correct,2156,109,recovery,4,3,familiar,present,1438,990
01SA.ogg,p02,15.83,1,f,6.31,V3_staAre,1,V3_onlineTask,130,P,correct,1612,67,recovery,4,3,familiar,present,1438,990
01SA.ogg,p30,17.51,1,m,5.85,V3_staAre,1,V3_onlineTask,102,P,correct,1509,60,learning,2,47,familiar,present,1438,990
01SA.ogg,p64,25.59,1,f,6.83,V3_staAre,1,V3_onlineTask,16,P,correct,3071,6,learning,1,9,familiar,present,1438,990
01SA.ogg,p20,23.22,1,f,6.17,V1_puoAndo,1,V1_onlineTask,21,Q,correct,2594,9,learning,1,14,familiar,absent,1438,990
01SA.ogg,p73,21.25,1,f,4.01,V1_puoAndo,1,V1_onlineTask,56,Q,correct,3188,39,learning,2,1,familiar,absent,1438,990
